CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
4842,Male,46,83,83
4843,Female,56,121,9
4844,Male,24,53,40
4845,Male,34,108,86
4846,Male,40,81,94
4847,Female,58,86,92
4848,Male,46,49,58
4849,Male,57,122,63
4850,Female,55,118,37
4851,Female,25,102,74
4852,Female,28,45,7
4853,Male,46,49,57
4854,Male,46,81,28
4855,Male,59,61,13
4856,Female,50,53,27
4857,Male,42,40,37
4858,Male,30,68,35
4859,Male,47,96,23
4860,Female,34,94,61
4861,Female,41,95,67
4862,Male,40,105,93
4863,Female,51,55,67
4864,Female,38,115,63
4865,Male,44,52,36
4866,Male,56,122,25
4867,Female,57,109,23
4868,Female,27,110,40
4869,Male,26,52,82
4870,Female,44,94,18
4871,Female,36,65,24
4872,Male,36,43,68
4873,Female,25,64,68
4874,Male,40,42,30
4875,Female,54,72,89
4876,Male,55,60,67
4877,Male,27,90,18
4878,Female,44,41,65
4879,Female,35,64,19
4880,Male,52,74,26
4881,Male,36,52,19
4882,Male,43,93,2
4883,Male,26,75,95
4884,Female,59,74,80
4885,Female,46,77,71
4886,Female,53,117,86
4887,Male,24,117,68
4888,Female,30,64,3
4889,Female,43,70,52
4890,Male,26,86,59
4891,Female,42,109,22
4892,Female,53,124,74
4893,Male,45,96,74
4894,Female,32,67,61
4895,Female,29,79,36
4896,Male,56,119,84
4897,Male,60,125,7
4898,Female,30,129,36
4899,Male,37,50,98
4900,Female,59,66,67
4901,Male,41,85,48
4902,Female,38,96,35
4903,Male,53,60,100
4904,Female,42,130,55
4905,Female,29,73,67
4906,Male,36,115,55
4907,Male,45,105,30
4908,Male,52,75,48
4909,Female,33,65,68
4910,Male,22,67,26
4911,Male,54,98,59
4912,Female,29,121,89
4913,Female,47,103,65
4914,Male,39,48,29
4915,Female,51,90,11
4916,Male,39,92,64
4917,Female,53,118,74
4918,Female,41,91,28
4919,Female,46,40,14
4920,Male,29,55,49
4921,Male,48,120,24
4922,Male,56,103,98
4923,Male,35,115,27
4924,Male,27,41,36
4925,Male,53,115,98
4926,Male,26,109,3
4927,Female,33,84,55
4928,Male,51,77,74
4929,Male,59,124,40
4930,Male,22,98,56
4931,Male,46,104,17
4932,Female,25,56,63
4933,Male,45,126,33
4934,Female,60,73,28
4935,Female,54,70,28
4936,Female,51,117,74
4937,Male,39,42,43
4938,Female,57,64,97
4939,Male,55,65,30
4940,Female,58,57,81
4941,Male,23,115,86
4942,Female,44,90,85
4943,Female,37,43,13
4944,Male,23,111,89
4945,Male,57,98,82
4946,Male,42,83,56
4947,Male,42,115,100
4948,Male,39,66,99
4949,Male,25,62,68
4950,Female,29,118,31
4951,Male,54,84,50
4952,Female,22,58,28
4953,Male,44,67,18
4954,Male,31,102,73
4955,Female,58,115,26
4956,Female,37,69,93
4957,Male,51,102,31
4958,Female,52,96,2
4959,Male,48,50,63
4960,Female,50,111,33
4961,Female,43,45,71
4962,Female,56,94,89
4963,Male,59,55,77
4964,Male,36,104,55
4965,Female,38,94,39
4966,Male,39,99,54
4967,Male,32,54,85
4968,Female,25,125,59
4969,Female,56,97,97
4970,Female,51,125,67
4971,Female,46,43,48
4972,Male,37,67,24
4973,Female,28,68,77
4974,Female,35,125,9
4975,Female,25,127,64
4976,Male,56,110,82
4977,Female,57,80,87
4978,Female,57,41,21
4979,Female,32,97,36
4980,Male,32,117,7
4981,Female,40,103,96
4982,Female,42,78,71
4983,Female,57,93,20
4984,Female,39,124,71
4985,Male,52,126,80
4986,Female,23,52,47
4987,Male,49,86,19
4988,Female,22,130,71
4989,Male,41,113,6
4990,Male,47,80,9
4991,Female,27,47,46
4992,Male,33,61,64
4993,Female,25,59,34
4994,Male,24,75,22
4995,Male,31,130,7
4996,Female,54,65,91
4997,Male,39,87,52
4998,Female,29,92,60
4999,Male,27,70,13
5000,Female,25,112,50
5001,Female,35,66,6
5002,Female,60,125,65
5003,Female,55,63,59
5004,Male,51,120,62
5005,Male,34,107,7
5006,Female,43,109,35
5007,Male,39,107,28
5008,Female,50,94,19
5009,Female,35,73,9
5010,Female,30,129,26
5011,Male,24,124,89
5012,Female,22,69,70
5013,Female,44,116,73
5014,Female,29,74,40
5015,Female,37,47,81
5016,Female,32,73,89
5017,Male,32,92,25
5018,Female,55,65,18
5019,Female,41,119,72
5020,Female,50,82,92
5021,Female,40,96,36
5022,Male,27,44,3
5023,Female,54,63,10
5024,Male,42,54,27
5025,Male,41,45,85
5026,Male,28,48,54
5027,Male,36,104,9
5028,Female,57,112,72
5029,Male,29,48,82
5030,Female,59,71,97
5031,Male,26,123,12
5032,Male,30,78,6
5033,Male,38,87,51
5034,Male,53,84,47
5035,Female,54,123,18
5036,Female,47,83,59
5037,Female,34,97,67
5038,Female,48,121,82
5039,Male,54,68,13
5040,Male,42,130,93
5041,Male,25,109,24
5042,Male,28,53,86
5043,Male,33,103,18
5044,Female,57,110,83
5045,Male,44,73,98
5046,Female,39,44,72
5047,Male,34,46,38
5048,Male,53,88,12
5049,Female,59,88,66
5050,Male,51,69,67
5051,Female,25,123,67
5052,Male,47,117,47
5053,Female,60,111,35
5054,Female,56,110,71
5055,Female,39,116,22
5056,Male,57,121,22
5057,Male,32,91,24
5058,Male,33,112,76
5059,Female,34,63,74
5060,Female,34,108,57
5061,Female,41,41,4
5062,Female,23,87,35
5063,Male,29,96,77
5064,Female,24,126,65
5065,Female,27,65,75
5066,Male,57,60,49
5067,Female,34,45,42
5068,Male,47,75,19
5069,Female,37,84,93
5070,Female,53,74,77
5071,Female,45,125,39
5072,Female,42,46,63
5073,Female,51,86,41
5074,Male,36,124,75
5075,Female,38,47,87
5076,Male,52,74,85
5077,Male,57,74,88
5078,Male,51,64,72
5079,Male,38,81,40
5080,Male,29,128,91
5081,Female,48,128,39
5082,Female,32,106,56
5083,Male,51,84,42
5084,Female,55,67,78
5085,Male,49,92,28
5086,Female,36,72,5
5087,Male,43,63,59
5088,Male,30,49,29
5089,Female,22,128,14
5090,Female,52,126,17
5091,Female,46,52,9
5092,Female,38,104,32
5093,Male,40,113,22
5094,Male,25,78,19
5095,Male,35,79,87
5096,Female,35,67,6
5097,Male,55,68,23
5098,Female,57,48,29
5099,Male,28,112,100
5100,Female,22,124,56
5101,Female,39,53,34
5102,Male,45,75,30
5103,Male,26,86,25
5104,Female,28,46,20
5105,Female,45,124,30
5106,Male,46,57,91
5107,Male,34,55,97
5108,Female,44,90,36
5109,Female,59,46,54
5110,Male,60,125,60
5111,Female,31,87,24
5112,Female,31,76,43
5113,Female,44,50,42
5114,Male,27,49,69
5115,Male,59,68,91
5116,Male,40,96,35
5117,Male,37,123,1
5118,Male,59,69,55
5119,Male,50,56,67
5120,Female,56,125,85
5121,Male,46,129,55
5122,Male,53,59,38
5123,Female,54,80,42
5124,Female,49,89,67
5125,Male,43,123,51
5126,Male,36,82,56
5127,Female,41,41,59
5128,Male,56,73,38
5129,Female,35,48,49
5130,Female,32,55,85
5131,Male,29,126,88
5132,Male,31,77,17
5133,Female,34,94,75
5134,Female,52,87,58
5135,Male,24,96,88
5136,Male,57,51,24
5137,Female,46,74,38
5138,Male,29,77,66
5139,Male,33,125,33
5140,Female,22,112,96
5141,Male,29,78,15
5142,Male,37,86,59
5143,Male,26,83,32
5144,Male,35,94,50
5145,Female,25,56,67
5146,Male,39,95,95
5147,Female,41,59,71
5148,Male,24,91,8
5149,Male,22,55,28
5150,Female,30,68,62
5151,Female,41,106,21
5152,Male,22,49,14
5153,Male,60,104,5
5154,Female,43,60,30
5155,Male,35,75,72
5156,Male,41,74,11
5157,Female,27,129,96
5158,Female,52,88,8
5159,Male,40,91,71
5160,Male,35,58,74
5161,Female,46,67,81
5162,Male,48,98,29
5163,Male,41,74,53
5164,Female,48,124,23
5165,Female,32,90,83
5166,Female,36,124,64
5167,Female,41,44,87
5168,Male,51,51,74
5169,Female,29,66,33
5170,Male,38,110,92
5171,Male,41,52,28
5172,Female,48,55,1
5173,Female,46,113,29
5174,Male,38,96,3
5175,Female,22,47,76
5176,Male,29,79,30
5177,Female,49,102,53
5178,Male,60,94,50
5179,Male,46,110,46
5180,Female,45,93,56
5181,Male,60,88,16
5182,Male,54,94,42
5183,Male,30,60,52
5184,Female,36,91,98
5185,Female,41,120,11
5186,Male,26,88,15
5187,Male,52,87,72
5188,Male,56,102,9
5189,Male,50,51,50
5190,Female,27,95,11
5191,Female,46,61,52
5192,Female,37,64,85
5193,Female,32,121,68
5194,Female,42,95,48
5195,Female,25,85,14
5196,Male,50,49,52
5197,Male,49,70,62
5198,Male,46,68,92
5199,Male,33,99,69
5200,Male,26,55,44
5201,Male,45,110,45
5202,Female,60,47,2
5203,Male,34,112,73
5204,Female,27,107,78
5205,Male,49,93,51
5206,Male,47,109,81
5207,Male,53,71,57
5208,Female,43,78,17
5209,Male,51,121,88
5210,Male,50,117,63
5211,Female,55,123,39
5212,Male,42,83,18
5213,Male,28,129,64
5214,Male,25,122,21
5215,Female,58,64,86
5216,Female,31,56,76
5217,Male,43,126,1
5218,Female,41,69,7
5219,Male,25,101,41
5220,Female,47,118,26
5221,Male,50,56,79
5222,Male,22,40,81
5223,Male,59,83,34
5224,Male,56,106,85
5225,Male,38,76,93
5226,Female,26,75,87
5227,Male,55,116,25
5228,Female,50,47,88
5229,Female,32,120,48
5230,Female,36,103,53
5231,Female,37,111,3
5232,Male,51,130,100
5233,Female,29,63,83
5234,Female,38,106,55
5235,Female,31,57,3
5236,Male,41,60,66
5237,Female,23,65,34
5238,Male,32,47,89
5239,Female,44,84,83
5240,Female,50,128,86
5241,Male,33,117,39
5242,Male,47,109,83
5243,Male,59,70,24
5244,Male,48,129,6
5245,Female,29,122,58
5246,Male,46,41,12
5247,Female,59,98,79
5248,Female,60,108,23
5249,Male,47,54,51
5250,Female,23,102,83
5251,Male,28,73,99
5252,Female,37,92,7
5253,Female,54,118,38
5254,Male,25,50,51
5255,Male,30,113,100
5256,Male,31,98,67
5257,Male,59,109,71
5258,Female,54,126,54
5259,Male,31,62,16
5260,Female,29,42,91
5261,Female,32,124,73
5262,Male,52,85,53
5263,Female,31,91,43
5264,Male,53,80,72
5265,Female,60,90,96
5266,Female,58,106,71
5267,Male,24,84,68
5268,Female,42,65,9
5269,Male,52,69,28
5270,Male,38,111,84
5271,Male,48,63,93
5272,Male,37,67,76
5273,Female,33,120,34
5274,Female,50,121,70
5275,Male,54,97,52
5276,Male,37,42,100
5277,Male,50,50,8
5278,Male,58,97,21
5279,Female,24,44,64
5280,Female,55,69,6
5281,Male,32,57,55
5282,Male,47,116,20
5283,Male,32,55,27
5284,Female,39,104,57
5285,Female,56,120,56
5286,Male,42,116,30
5287,Female,58,130,65
5288,Male,35,99,63
5289,Male,47,129,19
5290,Male,40,72,65
5291,Male,45,100,8
5292,Female,39,115,50
5293,Female,53,129,62
5294,Male,57,109,47
5295,Male,45,70,43
5296,Male,37,79,3
5297,Female,58,100,79
5298,Male,51,74,29
5299,Female,51,47,76
5300,Male,34,113,97
5301,Male,46,49,92
5302,Female,42,70,63
5303,Male,50,76,43
5304,Male,40,79,66
5305,Female,36,120,27
5306,Female,31,58,94
5307,Female,48,73,42
5308,Female,25,114,16
5309,Male,34,107,20
5310,Female,51,71,38
5311,Male,51,113,86
5312,Male,44,117,22
5313,Female,27,116,40
5314,Female,40,110,66
5315,Female,32,122,75
5316,Male,54,43,14
5317,Female,47,54,82
5318,Male,54,73,10
5319,Male,22,46,94
5320,Female,38,62,61
5321,Female,41,127,61
5322,Female,57,50,89
5323,Male,60,101,54
5324,Female,40,114,70
5325,Male,41,103,68
5326,Male,50,92,28
5327,Male,50,113,61
5328,Male,24,42,31
5329,Female,59,41,3
5330,Female,56,52,100
5331,Female,48,67,16
5332,Female,45,98,8
5333,Male,43,97,100
5334,Female,59,103,93
5335,Female,37,68,58
5336,Female,48,64,28
5337,Female,24,61,13
5338,Female,32,112,46
5339,Female,53,90,94
5340,Female,51,113,59
5341,Male,55,88,63
5342,Female,32,130,19
5343,Male,43,50,12
5344,Male,35,44,10
5345,Male,27,77,92
5346,Male,52,67,34
5347,Female,57,129,41
5348,Male,39,120,32
5349,Female,44,125,92
5350,Female,35,111,14
5351,Male,48,55,99
5352,Female,27,51,70
5353,Female,59,124,91
5354,Female,37,48,63
5355,Male,56,67,94
5356,Female,24,85,90
5357,Female,60,53,34
5358,Female,27,111,97
5359,Male,49,122,75
5360,Female,23,119,15
5361,Female,36,130,40
5362,Male,55,111,51
5363,Female,48,113,52
5364,Male,46,92,11
5365,Female,23,110,30
5366,Male,30,113,26
5367,Female,40,71,38
5368,Female,34,126,12
5369,Male,30,98,5
5370,Male,54,75,29
5371,Female,48,83,90
5372,Male,56,103,39
5373,Female,56,109,82
5374,Female,50,83,46
5375,Female,53,44,95
5376,Female,48,125,48
5377,Male,56,80,99
5378,Female,47,46,39
5379,Male,45,116,7
5380,Male,35,117,19
5381,Female,36,116,69
5382,Male,55,113,61
5383,Male,26,85,16
5384,Female,31,63,32
5385,Female,48,52,54
5386,Male,34,50,30
5387,Male,55,92,71
5388,Male,46,41,37
5389,Male,47,118,16
5390,Male,52,123,92
5391,Male,28,106,48
5392,Female,44,50,8
5393,Female,31,82,84
5394,Female,40,113,26
5395,Female,33,73,15
5396,Female,38,43,91
5397,Male,28,101,45
5398,Male,45,128,94
5399,Female,34,106,47
5400,Male,58,57,64
5401,Male,22,130,24
5402,Female,59,75,6
5403,Male,26,75,66
5404,Female,30,105,71
5405,Male,25,73,24
5406,Female,32,82,98
5407,Male,39,78,22
5408,Male,60,90,23
5409,Male,26,75,81
5410,Female,31,50,17
5411,Male,53,62,57
5412,Female,41,73,25
5413,Male,24,55,27
5414,Male,39,47,67
5415,Male,47,110,1
5416,Female,42,51,20
5417,Female,30,78,79
5418,Male,35,51,23
5419,Female,50,69,72
5420,Male,24,111,3
5421,Male,26,104,48
5422,Female,40,92,62
5423,Male,51,118,43
5424,Female,56,63,41
5425,Female,22,89,1
5426,Female,37,86,87
5427,Male,60,81,9
5428,Male,46,84,3
5429,Female,31,102,21
5430,Female,49,46,94
5431,Male,56,61,22
5432,Male,39,68,92
5433,Male,35,67,19
5434,Male,52,41,61
5435,Female,22,93,100
5436,Male,44,119,61
5437,Male,25,103,95
5438,Male,23,93,58
5439,Female,48,52,22
5440,Female,47,121,10
5441,Male,28,121,71
5442,Female,51,101,59
5443,Female,45,78,55
5444,Male,27,86,77
5445,Female,57,78,16
5446,Female,44,97,66
5447,Female,23,69,31
5448,Male,56,99,7
5449,Male,47,115,9
5450,Male,42,89,85
5451,Male,31,80,21
5452,Male,57,66,21
5453,Male,59,114,30
5454,Female,50,115,92
5455,Female,24,64,76
5456,Male,58,85,19
5457,Male,36,86,39
5458,Female,53,116,7
5459,Male,59,128,14
5460,Male,54,51,72
5461,Female,48,46,50
5462,Male,35,43,61
5463,Female,57,92,52
5464,Male,38,67,21
5465,Female,35,70,81
5466,Male,53,119,86
5467,Male,52,74,78
5468,Female,32,51,28
5469,Female,57,120,97
5470,Female,60,60,60
5471,Male,41,118,69
5472,Female,25,111,97
5473,Female,56,116,88
5474,Male,22,84,14
5475,Male,59,122,24
5476,Female,33,105,3
5477,Male,23,82,89
5478,Female,38,107,48
5479,Male,51,91,4
5480,Male,42,63,87
5481,Male,57,59,71
5482,Male,25,125,99
5483,Male,41,123,47
5484,Male,51,107,13
5485,Female,25,81,61
5486,Female,41,82,52
5487,Male,26,62,89
5488,Male,32,46,28
5489,Male,25,94,66
5490,Male,26,102,18
5491,Female,52,41,48
5492,Male,24,118,35
5493,Male,43,57,92
5494,Female,59,44,100
5495,Male,54,64,41
5496,Male,43,47,4
5497,Female,29,56,26
5498,Male,51,116,35
5499,Female,23,81,63
5500,Female,29,116,32
5501,Female,45,126,54
5502,Male,55,50,54
5503,Male,52,102,35
5504,Male,52,111,86
5505,Female,43,103,47
5506,Male,47,80,24
5507,Male,46,122,66
5508,Male,47,117,64
5509,Female,47,84,6
5510,Female,41,50,62
5511,Male,22,105,29
5512,Female,52,94,5
5513,Male,31,104,51
5514,Male,44,113,38
5515,Female,36,90,98
5516,Male,47,129,5
5517,Female,48,124,80
5518,Male,35,41,54
5519,Female,48,72,69
5520,Male,42,54,83
5521,Female,53,90,78
5522,Female,59,52,54
5523,Female,34,98,19
5524,Male,43,57,81
5525,Female,33,119,3
5526,Male,48,121,87
5527,Female,38,56,30
5528,Female,46,44,34
5529,Female,54,129,25
5530,Female,57,66,79
5531,Male,22,90,15
5532,Male,54,63,73
5533,Male,40,46,55
5534,Male,24,49,1
5535,Female,37,78,83
5536,Male,50,109,95
5537,Female,36,89,77
5538,Female,38,110,44
5539,Male,53,40,53
5540,Female,26,86,37
5541,Male,37,69,49
5542,Male,60,127,100
5543,Male,52,48,7
5544,Female,33,105,48
5545,Female,55,58,50
5546,Male,40,46,19
5547,Female,47,99,7
5548,Female,43,89,84
5549,Male,58,70,49
5550,Male,27,42,80
5551,Female,43,122,19
5552,Male,32,79,63
5553,Female,34,64,44
5554,Male,26,43,54
5555,Female,43,129,11
5556,Male,56,45,62
5557,Female,37,124,85
5558,Female,56,63,89
5559,Female,48,59,16
5560,Female,39,104,71
5561,Female,36,117,40
5562,Male,29,115,63
5563,Male,45,116,16
5564,Female,41,80,91
5565,Female,44,66,24
5566,Male,46,107,48
5567,Male,36,44,60
5568,Female,35,102,62
5569,Female,48,54,74
5570,Male,26,107,94
5571,Female,37,84,30
5572,Male,33,90,5
5573,Male,36,90,73
5574,Female,52,50,45
5575,Female,48,128,30
5576,Male,31,117,63
5577,Female,54,49,34
5578,Female,48,61,42
5579,Female,24,94,66
5580,Female,28,75,22
5581,Male,39,122,51
5582,Female,53,102,14
5583,Male,55,111,28
5584,Male,40,56,94
5585,Female,35,99,27
5586,Male,32,69,6
5587,Male,26,79,26
5588,Female,54,89,26
5589,Male,60,59,5
5590,Female,23,130,30
5591,Male,39,98,65
5592,Female,45,93,8
5593,Female,56,105,10
5594,Male,40,128,26
5595,Female,24,54,9
5596,Female,32,87,11
5597,Female,41,54,38
5598,Female,29,117,36
5599,Male,46,95,95
5600,Male,55,69,89
5601,Female,44,68,47
5602,Male,29,123,82
5603,Male,44,97,92
5604,Male,24,78,86
5605,Male,48,124,99
5606,Female,29,51,5
5607,Male,24,99,79
5608,Female,27,104,22
5609,Male,26,50,56
5610,Male,29,99,10
5611,Female,60,123,65
5612,Female,52,87,6
5613,Male,38,122,50
5614,Female,27,44,89
5615,Male,23,91,23
5616,Male,57,125,29
5617,Female,53,68,78
5618,Male,47,113,76
5619,Female,48,88,38
5620,Female,47,51,15
5621,Male,33,41,27
5622,Male,36,100,86
5623,Female,57,57,35
5624,Female,27,56,66
5625,Male,56,116,13
5626,Male,47,68,98
5627,Male,51,88,60
5628,Female,40,86,27
5629,Male,29,59,91
5630,Female,45,94,95
5631,Male,57,76,30
5632,Female,47,102,67
5633,Female,49,118,87
5634,Male,49,107,10
5635,Male,49,57,94
5636,Male,46,57,37
5637,Male,33,93,66
5638,Female,25,95,34
5639,Male,59,76,63
5640,Female,32,50,53
5641,Male,34,44,91
5642,Male,35,65,11
5643,Female,36,65,77
5644,Female,43,98,33
5645,Male,42,62,95
5646,Female,51,73,79
5647,Female,59,92,18
5648,Female,36,66,43
5649,Female,42,125,83
5650,Female,38,95,40
5651,Male,46,127,95
5652,Female,24,66,69
5653,Female,37,117,95
5654,Female,59,64,42
5655,Male,43,100,60
5656,Male,23,115,63
5657,Male,44,130,87
5658,Male,41,108,64
5659,Female,52,43,26
5660,Female,23,110,69
5661,Female,47,100,97
5662,Male,27,98,70
5663,Male,58,80,46
5664,Male,60,57,58
5665,Female,36,114,41
5666,Female,54,112,39
5667,Male,34,92,24
5668,Male,60,117,36
5669,Male,50,119,55
5670,Male,53,127,45
5671,Female,45,49,46
5672,Female,42,42,80
5673,Male,43,70,6
5674,Male,31,127,28
5675,Female,24,49,71
5676,Male,48,48,55
5677,Male,45,67,61
5678,Female,33,74,47
5679,Female,27,104,48
5680,Male,56,48,14
5681,Female,58,53,98
5682,Male,26,110,82
5683,Male,59,82,11
5684,Female,48,80,49
5685,Male,56,89,8
5686,Female,46,99,49
5687,Female,58,97,13
5688,Female,23,78,72
5689,Female,54,84,14
5690,Female,60,128,53
5691,Female,56,88,4
5692,Female,39,97,80
5693,Male,22,64,33
5694,Female,26,80,29
5695,Male,27,108,97
5696,Female,53,80,81
5697,Male,22,80,91
5698,Male,51,52,60
5699,Female,51,90,80
5700,Female,37,77,69
5701,Female,25,60,86
5702,Male,31,88,28
5703,Female,22,125,98
5704,Male,47,59,58
5705,Male,49,105,39
5706,Male,38,106,9
5707,Male,37,104,95
5708,Female,51,65,34
5709,Female,49,86,65
5710,Male,40,84,33
5711,Male,55,65,76
5712,Female,24,102,77
5713,Female,52,76,57
5714,Female,44,116,76
5715,Male,41,105,63
5716,Female,30,79,14
5717,Female,58,112,2
5718,Male,41,93,89
5719,Female,35,81,13
5720,Male,25,129,2
5721,Male,36,51,77
5722,Female,34,50,100
5723,Female,60,57,67
5724,Female,56,71,69
5725,Female,30,47,25
5726,Male,52,52,91
5727,Male,30,72,24
5728,Male,53,111,14
5729,Male,24,74,90
5730,Female,54,65,90
5731,Male,48,93,45
5732,Female,58,129,27
5733,Male,49,130,36
5734,Male,25,102,74
5735,Male,53,70,26
5736,Male,40,125,7
5737,Male,36,91,31
5738,Male,35,59,29
5739,Male,52,69,7
5740,Female,58,82,9
5741,Male,29,92,67
5742,Female,37,106,88
5743,Male,40,111,88
5744,Female,28,67,57
5745,Male,33,104,95
5746,Male,44,44,25
5747,Male,56,101,81
5748,Male,23,88,71
5749,Female,56,126,94
5750,Male,46,49,41
5751,Male,59,56,4
5752,Female,51,62,4
5753,Male,45,48,65
5754,Male,51,68,12
5755,Female,26,105,81
5756,Female,35,105,44
5757,Female,55,65,96
5758,Male,42,65,98
5759,Male,39,114,98
5760,Female,56,124,3
5761,Male,22,130,74
5762,Female,55,87,77
5763,Male,29,40,93
5764,Female,49,119,54
5765,Male,28,71,21
5766,Female,43,88,50
5767,Female,47,121,83
5768,Female,41,78,66
5769,Female,48,63,17
5770,Male,47,129,95
5771,Female,36,124,41
5772,Female,23,87,47
5773,Male,39,64,60
5774,Male,40,59,21
5775,Male,34,50,25
5776,Male,47,82,47
5777,Female,41,44,16
5778,Male,25,110,22
5779,Female,48,100,17
5780,Male,44,72,6
5781,Female,54,94,36
5782,Female,51,120,49
5783,Male,32,98,47
5784,Male,30,62,81
5785,Male,49,78,39
5786,Male,25,84,31
5787,Female,25,120,38
5788,Female,48,47,19
5789,Female,38,109,4
5790,Male,37,80,71
5791,Female,26,130,15
5792,Male,38,114,66
5793,Male,59,43,6
5794,Female,26,55,77
5795,Male,24,97,83
5796,Female,38,56,93
5797,Female,47,65,48
5798,Male,29,96,44
5799,Male,33,100,14
5800,Female,39,57,86
5801,Female,44,59,56
5802,Male,49,59,20
5803,Male,33,65,82
5804,Male,32,112,39
5805,Female,29,117,73
5806,Male,58,102,8
5807,Male,58,79,73
5808,Female,55,45,66
5809,Female,23,56,55
5810,Male,52,108,40
5811,Female,50,47,99
5812,Female,39,111,48
5813,Female,24,71,75
5814,Female,26,104,8
5815,Male,47,128,39
5816,Female,34,86,51
5817,Male,55,115,69
5818,Female,26,117,8
5819,Male,25,47,70
5820,Male,47,50,32
5821,Male,52,80,86
5822,Male,35,92,50
5823,Male,22,87,63
5824,Female,55,40,2
5825,Male,42,129,35
5826,Male,29,101,73
5827,Male,41,53,32
5828,Male,57,63,48
5829,Male,56,116,73
5830,Male,31,92,12
5831,Male,32,41,3
5832,Male,55,63,13
5833,Male,23,52,37
5834,Female,51,50,15
5835,Male,27,44,71
5836,Female,49,53,54
5837,Female,44,109,11
5838,Female,33,104,12
5839,Female,28,99,76
5840,Male,32,93,65
5841,Male,43,102,87
5842,Male,45,44,72
5843,Female,22,103,88
5844,Male,55,104,82
5845,Female,34,48,67
5846,Male,55,94,11
5847,Female,54,123,3
5848,Male,52,93,82
5849,Female,30,59,19
5850,Female,51,57,69
5851,Female,40,90,62
5852,Female,55,66,94
5853,Male,23,110,46
5854,Female,44,59,92
5855,Male,33,44,89
5856,Female,26,114,58
5857,Female,59,96,40
5858,Female,28,124,63
5859,Female,23,99,87
5860,Female,30,47,73
5861,Female,39,48,15
5862,Female,30,77,38
5863,Female,32,90,11
5864,Female,34,87,73
5865,Female,34,71,45
5866,Female,46,54,98
5867,Female,45,56,60
5868,Female,44,58,61
5869,Male,27,52,21
5870,Male,27,64,31
5871,Female,35,41,6
5872,Male,51,86,12
5873,Female,47,122,62
5874,Female,34,123,40
5875,Male,23,72,52
5876,Female,41,87,96
5877,Female,34,84,5
5878,Female,23,54,18
5879,Female,57,53,62
5880,Male,24,130,14
5881,Female,41,53,45
5882,Male,45,88,22
5883,Female,54,87,20
5884,Male,43,81,13
5885,Male,41,95,81
5886,Female,42,114,4
5887,Female,48,48,71
5888,Female,27,80,21
5889,Male,50,58,83
5890,Male,52,72,36
5891,Male,34,47,95
5892,Female,43,109,28
5893,Male,39,123,29
5894,Male,37,62,29
5895,Female,28,44,98
5896,Female,37,122,33
5897,Male,42,88,24
5898,Female,52,76,14
5899,Female,55,89,64
5900,Male,27,67,45
5901,Male,27,99,86
5902,Male,37,115,13
5903,Male,29,77,72
5904,Female,22,90,88
5905,Female,26,97,30
5906,Male,49,77,84
5907,Male,38,129,64
5908,Female,40,75,18
5909,Female,29,123,78
5910,Female,55,110,65
5911,Female,22,114,96
5912,Female,57,88,67
5913,Male,32,82,25
5914,Female,51,52,59
5915,Male,57,99,64
5916,Male,54,71,43
5917,Male,25,42,4
5918,Male,31,74,59
5919,Female,34,72,28
5920,Male,46,84,100
5921,Female,43,118,58
5922,Male,30,114,57
5923,Male,33,62,99
5924,Female,36,58,3
5925,Male,39,117,50
5926,Female,33,107,19
5927,Female,23,109,50
5928,Male,48,66,25
5929,Female,30,122,22
5930,Male,29,55,5
5931,Female,22,70,26
5932,Female,33,126,50
5933,Male,43,108,16
5934,Male,26,75,22
5935,Male,25,123,78
5936,Male,49,128,58
5937,Male,36,90,91
5938,Male,51,88,52
5939,Male,32,119,63
5940,Male,58,48,31
5941,Female,57,74,16
5942,Male,23,50,90
5943,Male,51,64,77
5944,Male,49,66,97
5945,Male,38,64,73
5946,Female,58,89,57
5947,Female,56,83,51
5948,Male,27,93,64
5949,Male,46,123,92
5950,Male,57,118,53
5951,Female,60,124,2
5952,Female,33,70,30
5953,Female,38,42,45
5954,Female,26,129,88
5955,Female,37,117,15
5956,Female,37,102,98
5957,Male,28,103,81
5958,Male,54,53,35
5959,Male,48,122,56
5960,Male,58,103,20
5961,Male,45,122,34
5962,Female,59,82,66
5963,Male,33,110,35
5964,Male,57,117,13
5965,Male,24,62,54
5966,Male,58,114,10
5967,Male,31,89,40
5968,Female,25,113,96
5969,Male,42,97,13
5970,Male,38,117,23
5971,Female,55,46,10
5972,Female,29,41,94
5973,Male,47,129,50
5974,Female,57,65,53
5975,Male,38,86,83
5976,Male,47,98,43
5977,Female,47,122,37
5978,Female,57,56,23
5979,Male,24,66,86
5980,Female,45,90,37
5981,Female,53,75,30
5982,Male,48,72,16
5983,Male,48,49,74
5984,Male,56,111,77
5985,Male,26,85,33
5986,Male,52,80,60
5987,Male,55,103,95
5988,Female,24,68,57
5989,Female,39,75,43
5990,Female,37,118,42
5991,Male,39,84,97
5992,Male,60,51,73
5993,Female,45,66,72
5994,Female,37,101,11
5995,Male,41,106,11
5996,Female,59,92,43
5997,Female,25,117,33
5998,Female,38,95,40
5999,Female,39,49,59
6000,Male,28,73,22
6001,Male,30,81,77
6002,Male,58,82,7
6003,Female,30,114,100
6004,Male,52,87,52
